molecule,odor
CCOC(=O)[C@H](C)SSC,"SubString{String}[""fruity"", ""sulfurous""]"
C[C@H]1CCC2=NC=CN=C12,"SubString{String}[""sweet"", ""meaty"", ""potato"", ""baked"", ""nutty"", ""grain"", ""savory"", ""coffee"", ""toasted"", ""roasted"", ""earthy"", ""peanut"", ""corn""]"
CC1(CCC(=O)C2C13CCC(C3)C2(C)C)C,"SubString{String}[""dry"", ""cedar"", ""tobacco"", ""patchouli"", ""incense"", ""woody"", ""earthy""]"
C[C@H]1CCC=C(C12CC[C@H](C2)C(C)(C)O)C,"SubString{String}[""peppery"", ""woody"", ""spicy""]"
CC1=C2C=CC=CC2=C(O1)C(=O)C,"SubString{String}[""floral"", ""orangeflower""]"
CCC=CCC(=O)OCC,"SubString{String}[""sweet"", ""metallic"", ""rhubarb"", ""weedy"", ""fruity"", ""pineapple"", ""tart"", ""fresh"", ""candy"", ""green"", ""tropical"", ""cheesy""]"
CCCCCC=CC(=O)OC,"SubString{String}[""fruity"", ""cooked"", ""green"", ""pear"", ""skin""]"
CC(CCC=C(C)CCC=C(C)C)CO,"SubString{String}[""aldehydic"", ""waxy""]"
C[C@@]1(CC[C@H](C(O1)(C)C)O)C=C,"SubString{String}[""earthy""]"
CC1=CC(=C(C=C1)O)C(C)(C)C,"SubString{String}[""medicinal"", ""leathery""]"
CC(C)(CCCC(=C)C=C)OC,"SubString{String}[""herbal"", ""resinous"", ""pine""]"
CCCCC1C=C(CC(O1)C)C,"SubString{String}[""vegetable"", ""spicy"", ""floral"", ""green"", ""geranium"", ""earthy""]"
COC1=C(C=CC(=C1)/C=C/C(=O)[O-])O.[Na+],"SubString{String}[""sweet"", ""clove"", ""phenolic"", ""spicy""]"
CCCCCC/C=C\CC(=O)O,"SubString{String}[""fatty""]"
CCCCCC(=O)SC,"SubString{String}[""rancid"", ""floral"", ""fruity"", ""cabbage"", ""green"", ""ethereal"", ""tropical"", ""cheesy""]"
CCC(C)C(C(=O)OCC)O,"SubString{String}[""fruity"", ""berry""]"
CCCCCCCC1CCCO1,"SubString{String}[""natural"", ""rose"", ""floral"", ""pea"", ""green"", ""waxy""]"
CCC(C)SS/C=C/C,"SubString{String}[""garlic""]"
CC(CCC=C(C)C)C=C,"SubString{String}[""floral"", ""herbal"", ""terpenic"", ""rose"", ""citrus""]"
CCCCCCCCCCCC#N,"SubString{String}[""dry"", ""metallic"", ""spicy"", ""orange"", ""peel"", ""citrus""]"
CC1=CC[C@@](CC1)(C(C)C)O,"SubString{String}[""musty"", ""dusty""]"
CC1=C[C@@H]2[C@@H](CC1)C(=CC[C@H]2C(C)C)C,"SubString{String}[""dry"", ""woody""]"
CCOC(=O)C(C(C)C)O,"SubString{String}[""tea"", ""strawberry"", ""honey"", ""fruity"", ""pineapple""]"
CC1=CC(=O)CC(C1(C=CC(C)O)O)(C)C,"SubString{String}[""fruity""]"
CC1=CC2=C(C=C1)C=CC(=O)O2,"SubString{String}[""sweet"", ""coconut"", ""powdery"", ""coumarinic"", ""tonka""]"
CC1=CC(=O)C2(C1C2)C(C)C,"SubString{String}[""minty"", ""pungent""]"
CCCCC[C@@H](C=C)O,"SubString{String}[""musty"", ""herbal"", ""grassy"", ""green"", ""moldy"", ""earthy""]"
CCCCC=CC=O,"SubString{String}[""fatty"", ""green""]"
CC(C)CC(=O)C(C)O,"SubString{String}[""sweet"", ""chocolate""]"
CCO[C@@H]1C[C@@H](CC(C1)(C)C)C,"SubString{String}[""natural"", ""herbal"", ""fresh"", ""green"", ""woody"", ""citrus""]"
C/C/1=C\CC/C(=C/C2C(C2(C)C)CC1)/C,"SubString{String}[""weedy"", ""woody"", ""green""]"
CC(C)C(=O)OC1CC2CCC1(C2(C)C)C,"SubString{String}[""camphoreous"", ""nutty"", ""fir"", ""needle""]"
C1COC(O1)/C=C\C2=CC=CC=C2,"SubString{String}[""cinnamon"", ""allspice"", ""spicy"", ""warm""]"
CCC(=O)C=CC,"SubString{String}[""metallic"", ""spicy"", ""acidic"", ""green"", ""ethereal"", ""tropical"", ""pungent""]"
CC(C)(C)C1=C(C=CC(=C1)O)OC.CC(C)(C)C1=C(C=CC(=C1)OC)O,"SubString{String}[""rubbery"", ""mild""]"
CCOC(=O)C(C)C1CCCCC1,"SubString{String}[""pear"", ""fruity"", ""green""]"
CCCCC/C=C\C=C\C=O,"SubString{String}[""fried"", ""fatty"", ""green"", ""geranium"", ""waxy""]"
C/C=C/CCC=O,"SubString{String}[""vegetable"", ""green""]"
CCCCCCCCCCCCCCCCCC(=O)O[C@@]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO,"SubString{String}[""bland""]"
CC(=CCC1CCCC1=O)C,"SubString{String}[""floral"", ""jasmin""]"
CC(C1CCCC(C1)(C)C)OC=O,"SubString{String}[""herbal"", ""fruity"", ""seashore"", ""apple"", ""fresh"", ""woody""]"
CC(C1CCCC(C1)(C)C)O,"SubString{String}[""camphoreous"", ""minty""]"
CC(C1CCCC(C1)(C)C)OC(=O)C,"SubString{String}[""floral"", ""rose"", ""fruity"", ""geranium"", ""musk""]"
CCCCCCCCCCCCCCCCCCOCC(C)O,"SubString{String}[""bland""]"
C[C@H]1CCC2C1[C@H]3[C@H](C3(C)C)CCC2=C,"SubString{String}[""woody""]"
C(CO)COCCCO,"SubString{String}[""alcoholic"", ""slight""]"
CC1CC(C(O1)C)SC(=O)C,"SubString{String}[""onion"", ""meaty"", ""sulfurous"", ""roasted""]"
CC1C(CCO1)OC(=S)C,"SubString{String}[""meaty"", ""sulfurous"", ""roasted""]"
CC1=CCCC(C1C=CC(C)O)(C)C,"SubString{String}[""sweet"", ""berry"", ""floral"", ""violet"", ""powdery"", ""woody"", ""tropical""]"
CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,"SubString{String}[""bland""]"
CCCC/C=C/COC(=O)CC(C)C,"SubString{String}[""sweet"", ""green""]"
C/C=C/C=C\CC/C=C/C(=O)NCC(C)C,"SubString{String}[""fruity""]"
CC(=O)OCC(CO)OC(=O)C,"SubString{String}[""alcoholic"", ""mild""]"
CCCCCC1=CC(=O)CCC1,"SubString{String}[""floral"", ""coconut"", ""muguet"", ""orange"", ""jasmin"", ""lactonic""]"
C1CCCCCCCC(=O)CCCCCCC1,"SubString{String}[""powdery"", ""animal"", ""musk""]"
C1CCCCC(=O)CCCCC/C=C\CCC1,"SubString{String}[""musk""]"
CCOC(=O)COC1=CC=CC=C1,"SubString{String}[""floral"", ""rose"", ""green""]"
CCOC1=C(C=CC(=C1)C)O,"SubString{String}[""guaiacol"", ""vanilla"", ""spicy"", ""woody""]"
CC1=CC(=CC=C1)CCCCCO,"SubString{String}[""floral"", ""geranium"", ""rose"", ""waxy""]"
CC(=CCC/C(=C/COC)/C)C,"SubString{String}[""floral"", ""sweet"", ""rose""]"
C/C=C\C1=CC=C(C=C1)OC,"SubString{String}[""anise""]"
CC1CC(OC(O1)C2=CC=CC=C2)(C)C,"SubString{String}[""rose"", ""herbal"", ""green"", ""reseda""]"
CCCC(C)(CO)S,"SubString{String}[""sulfurous""]"
CC1CC=CCCCCCCCCC(=O)C1,"SubString{String}[""ambergris"", ""animal"", ""fatty"", ""powdery"", ""anisic"", ""woody"", ""cloth"", ""laundered"", ""musk""]"
CC1C/C=C\CCCCCCCCC(=O)C1,"SubString{String}[""musk""]"
CC1=C(OC(=N1)CC(C)C)C,"SubString{String}[""roasted"", ""burnt""]"
CC(=C)C(=O)OCC[N+](C)(C)C.[Cl-],"SubString{String}[""bland""]"
CCC[C@H](C)O,"SubString{String}[""berry"", ""ripe"", ""dusty"", ""astringent"", ""wild""]"
CC(C)C1CCC2C(=C1)CCC3C2(CCCC3(C)CO)C,"SubString{String}[""woody"", ""mild""]"
CCCCCC=CCCC(=O)O,"SubString{String}[""fruity""]"
CCC(=CCC(C)CCO)CC,"SubString{String}[""floral"", ""aldehydic"", ""lily"", ""of"", ""the"", ""valley"", ""muguet""]"
CCC=CCCC=CC=O,"SubString{String}[""cucumber"", ""green"", ""violet"", ""leaf""]"
CC(C)C(=O)OC(C)(CC/C=C(\C)/CCC=C(C)C)C=C,"SubString{String}[""fruity"", ""oily"", ""pear"", ""green"", ""bergamot"", ""woody""]"
CC1=C(CCO1)S,"SubString{String}[""roasted"", ""savory"", ""meaty"", ""sulfurous""]"
CC1=C(CCO1)S.CC(=O)[O-],"SubString{String}[""sulfury""]"
CCC(C)C(=O)C(=O)OCC,"SubString{String}[""herbal"", ""woody"", ""nutty"", ""walnut""]"
CCCC[C@@H](C)O,"SubString{String}[""dusty"", ""earthy"", ""mushroom"", ""oily""]"
CCCC[C@H](CC)O,"SubString{String}[""lavender"", ""medicinal""]"
CCCCC[C@H]1OC[C@@H](O1)C,"SubString{String}[""vegetable"", ""fruity"", ""green"", ""waxy""]"
CC(C)/C=C(\C=O)/C1=CC=CC=C1,"SubString{String}[""sweet"", ""rose"", ""cocoa"", ""nutty"", ""floral"", ""honey"", ""powdery"", ""chocolate""]"
CC1=C2C(=CO1)CCS2,"SubString{String}[""roasted"", ""smoky"", ""sulfurous""]"
CCOC(=O)CC(C)CCC=C(C)C,"SubString{String}[""dry"", ""spicy"", ""rose"", ""fruity"", ""dusty"", ""licorice"", ""fennel"", ""citrus""]"
CCCCCCCCCCCCOC(=O)CC(C(=O)O)S(=O)(=O)[O-].[Na+],"SubString{String}[""bland""]"
C1CC2C3CC(C2C1CO)CC3CO,"SubString{String}[""sweet"", ""floral"", ""amber"", ""sandalwood"", ""musk""]"
C=CCOC1CC2CC1C3C2CC=C3,"SubString{String}[""anise"", ""floral"", ""herbal"", ""fruity"", ""woody""]"
CC1(C2CCC1(C(C2)OC(=O)C3=CC=CC=C3)C)C,"SubString{String}[""herbal"", ""pine"", ""balsamic""]"
C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)C3=CC=CC=C3,"SubString{String}[""herbal"", ""pine"", ""balsamic""]"
CC(C)CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C,"SubString{String}[""bland""]"
CC1(CCC(CC1)C(C)(C)OC)OC,"SubString{String}[""musty"", ""minty"", ""fruity"", ""green""]"
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,"SubString{String}[""dry"", ""plastic"", ""clean""]"
CCCCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@]1([C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)OC(=O)CCCCCCCCCCCCCCCCC)CO)O)O,"SubString{String}[""bland""]"
CCCCCCCCCCCCCC(=O)OCC(CO)O,"SubString{String}[""bland""]"
CCCCCCC=CC,"SubString{String}[""hydrocarbon"", ""citrus""]"
CCCCCCCCCCCCC/C=C\CCCCCCCC,"SubString{String}[""fatty"", ""waxy""]"
CCC1C(=O)C(=C(O1)C)O,"SubString{String}[""caramellic"", ""butterscotch"", ""sweet"", ""candy""]"
CCC(=O)OC1CC2(CCC1C2(C)C)C,"SubString{String}[""herbal"", ""fruity"", ""pine"", ""camphoreous"", ""lavender"", ""balsamic"", ""woody"", ""earthy"", ""pungent""]"
CC1C2CC3=CC=CC=C3C2OC(O1)C,"SubString{String}[""magnolia"", ""floral"", ""geranium"", ""green"", ""narcissus"", ""grapefruit"", ""gardenia""]"
CCCCCCCCCCCCCCC=O,"SubString{String}[""fresh"", ""waxy""]"
CC1=CCCC(C1C(=O)OC)(C)C,"SubString{String}[""natural"", ""floral"", ""herbal"", ""fruity"", ""camphoreous"", ""woody""]"
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)C)OC(=O)C,"SubString{String}[""acetic"", ""mild""]"
CC/C=C\CCOC(C)OCC,"SubString{String}[""vegetable"", ""musty"", ""natural"", ""mushroom"", ""leafy"", ""fruity"", ""violet"", ""radish"", ""green"", ""earthy"", ""raw""]"
CC1=CCC(C1(C)C)C/C=C(\C)/CO,"SubString{String}[""milky"", ""greasy"", ""creamy"", ""sandalwood"", ""woody"", ""musk"", ""waxy""]"
CC/C(=C/CC1CC=C(C1(C)C)C)/CO,"SubString{String}[""greasy"", ""oily"", ""sandalwood"", ""woody"", ""waxy""]"
CCCCC[C@@H]1CCCC(=O)O1,"SubString{String}[""sweet"", ""milky"", ""fruity""]"
C[C@@H]1CC[C@H]([C@]12CCC(=CC2)C)C(C)(C)O,"SubString{String}[""sweet"", ""ripe"", ""floral"", ""fruity"", ""powdery""]"
C/C/1=C/CC/C(=C\C/C=C(\C(CC1)C(=O)C)/C)/C,"SubString{String}[""ambergris"", ""vetiver"", ""tobacco"", ""woody"", ""musk""]"
C[C@@]12CC[C@H](C1)C([C@]2(C)O)(C)C,"SubString{String}[""vegetable"", ""green"", ""mossy""]"
CC/C(=C\C1=CC=CC=C1)/C=O,"SubString{String}[""spicy""]"
CC1=CC2=C(CC(C2)(C)CO)C=C1,"SubString{String}[""floral"", ""lily"", ""muguet""]"
CC1=CCC2(C1C2)C(C)C,"SubString{String}[""herbal"", ""woody"", ""green""]"
C1CCCC1,"SubString{String}[""petroleum""]"
CCCCCCCCC(CC)C(=O)O,"SubString{String}[""woody"", ""soapy"", ""citrus"", ""waxy""]"
CC1=C(C(=O)C=CO1)OC(=O)C,"SubString{String}[""jammy"", ""fruity"", ""tropical"", ""berry""]"
CC1=CCC(CC1)C(C)COC(=O)C,"SubString{String}[""herbal"", ""fruity"", ""spicy"", ""warm""]"
CCC/C=C(\C)/C(=O)O,"SubString{String}[""fruity"", ""cheesy""]"
CC(=CCC/C(=C\CCC(=C)C=C)/C)C,"SubString{String}[""citrus"", ""green""]"
CC(C)C(=O)OCC1=CCC2CC1C2(C)C,"SubString{String}[""woody"", ""fruity"", ""pine""]"
C1=CC=C(C=C1)CCCOC(=O)/C=C/C2=CC=CC=C2,"SubString{String}[""sweet"", ""apricot"", ""spicy"", ""balsamic""]"
CCCCCC/C=C\C#N,"SubString{String}[""orris"", ""fatty"", ""green""]"
CC(=CCCC(C)(C#C)O)C,"SubString{String}[""sweet"", ""dry"", ""ambrette"", ""woody"", ""musk"", ""waxy""]"
CCCCC(=O)C=C,"SubString{String}[""metallic""]"
CC/C=C\CCOCC(=C)C,"SubString{String}[""floral"", ""pear"", ""fresh"", ""green"", ""radish"", ""tropical"", ""pepper"", ""bell""]"
CC(=C)C(CC=C(C)C=C)O,"SubString{String}[""camphoreous"", ""lime""]"
CC(C)CC1=NC=CN=C1,"SubString{String}[""vegetable"", ""fruity"", ""green""]"
CC1=CCC(CC1)C(C)C=O,"SubString{String}[""herbal"", ""spicy""]"
CC(=CCCC(=CCCC(=CCOC(=O)C)C)C)C,"SubString{String}[""metallic"", ""cortex"", ""floral"", ""rose"", ""orchid"", ""muguet"", ""green"", ""citrus"", ""waxy""]"
CCCCCCC[C@@H]1CCCC(=O)O1,"SubString{String}[""fruity"", ""apricot"", ""lactonic""]"
CCCCCCC(CCCCCCCCCCC(=O)OCC(CC)CCCC)O,"SubString{String}[""bland""]"
CC(C1=CC=CC=C1)OC(=O)C,"SubString{String}[""floral"", ""herbal"", ""fruity"", ""sweet"", ""musty"", ""rhubarb"", ""leafy"", ""green"", ""gardenia""]"
CC1=C(C(CCC1=O)(C)C)/C=C/C(=O)C,"SubString{String}[""woody""]"
C(=O)(O)[O-].[K+],"SubString{String}[""odorless""]"
C[C@H]1CCC(C2C1=CCC(=C2)C)C(C)C,"SubString{String}[""fruity"", ""spicy"", ""mango""]"
CCOC1CCCCCCCCCCC1,"SubString{String}[""oil"", ""vetiver""]"
COC1CCCCCCCCCCC1,"SubString{String}[""dry"", ""cedar"", ""amber"", ""tobacco"", ""patchouli"", ""woody"", ""musk""]"
CC(=C1CC[C@]([C@H](C1)C(=C)C)(C)C=C)C,"SubString{String}[""woody"", ""oily"", ""green""]"
CC(=CC(C(C)(C)C=C)O)C,"SubString{String}[""herbal""]"
C1C(COC(O1)CC2=CC=CC=C2)O,"SubString{String}[""petitgrain"", ""leafy"", ""rose"", ""dried"", ""floral"", ""honey"", ""lavender"", ""powdery"", ""green"", ""tea"", ""hyacinth""]"
CCCCCCC1=CC=C(C=C1)/C=C/C(OC)OC,"SubString{String}[""foliage"", ""fatty"", ""fresh"", ""green"", ""woody""]"
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[K+],"SubString{String}[""odorless""]"
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2],"SubString{String}[""odorless""]"
C([C@@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O.C([C@@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O.[Fe],"SubString{String}[""caramellic""]"
CC(=C)C=CCC(C)(C=C)O,"SubString{String}[""mouldy""]"
CC1=C[C@H]2[C@@H](CC1)C(=C)CC[C@@H]2C(C)C,"SubString{String}[""woody"", ""spicy"", ""herbal""]"
C[C@H]1CCCC(=O)C1=O,"SubString{String}[""caramellic"", ""coffee"", ""sugar"", ""burnt""]"
CC/C=C/C=C/C(=O)C,"SubString{String}[""fruity"", ""green"", ""grassy""]"
C1CC2C(C1)C\3CC2C/C3=C\CCC=O,"SubString{String}[""sweet"", ""aldehydic"", ""floral"", ""muguet"", ""waxy""]"
CC(C(=O)O)N,"SubString{String}[""odorless""]"
CC1CC(=C)CC(O1)C2=CC=CC=C2,"SubString{String}[""leafy"", ""floral"", ""herbal"", ""green"", ""geranium""]"
CCCCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+],"SubString{String}[""bland""]"
CC(C)CCCCCCCCCCCCCCC(=O)O,"SubString{String}[""bland""]"
CC1OCC2(CCC(=CC2)C)CO1,"SubString{String}[""petitgrain"", ""green"", ""gardenia""]"
C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN,"SubString{String}[""odorless""]"
CC1([C@@H]2CC[C@@]3(C2)C(C1=C)CCC3=O)C,"SubString{String}[""woody"", ""vetiver""]"
CC1CCCC(C1)(C)C,"SubString{String}[""sweet"", ""green""]"
CC(=O)OCC1CCC2C1C3CCC2C3,"SubString{String}[""floral"", ""fruity"", ""amber"", ""sandalwood"", ""woody""]"
C1CC2CC1C3C2C(CC3)C=O,"SubString{String}[""fresh"", ""outdoors"", ""melon"", ""aldehydic"", ""green""]"
CCCCCCC1OCCC(O1)C,"SubString{String}[""floral"", ""geranium"", ""rose""]"
CC(C)(CC=O)S,"SubString{String}[""brothy"", ""cheesy""]"
CC=CC=CC(=O)OC(=C)C,"SubString{String}[""fruity"", ""pineapple""]"
CC1(C2CC=C(C1C2)CC=O)C,"SubString{String}[""woody"", ""pine"", ""fatty"", ""oily""]"
C([C@@H](C(=O)O)N)SSCC(C(=O)O)N.Cl.Cl,"SubString{String}[""odorless""]"
C[C@@H]1CC[C@@H]2C13C[C@H](C2(C)C)C(=CC3=O)C,"SubString{String}[""woody"", ""cedar""]"
C1CCC/C=C\CCCCCCC(=O)CCC1,"SubString{String}[""dry"", ""animal"", ""floral"", ""tobacco"", ""balsamic"", ""cloth"", ""laundered"", ""musk"", ""waxy""]"
CCC[C@@H](C)O,"SubString{String}[""light"", ""seedy"", ""sharp""]"
CC(=CCC/C(=C/COC/C=C(/C)\CCC=C(C)C)/C)C,"SubString{String}[""floral"", ""clean"", ""balsamic""]"
C1CC2CC1C3C2C(CC3)CO,"SubString{String}[""camphoreous""]"
CCC[C@H]1CCC(=O)O1,"SubString{String}[""sweet"", ""fruity"", ""coconut"", ""fatty""]"
C=CCCC(=O)C(=C)C1CCCCC1,"SubString{String}[""sweet"", ""metallic"", ""weedy"", ""herbal"", ""fruity"", ""pineapple"", ""galbanum"", ""orchid"", ""green"", ""tropical""]"
C/C=C/C(=O)OC1CCCCC1,"SubString{String}[""sweet"", ""floral"", ""fruity"", ""green"", ""woody""]"
CCC=C(C)C(=O)O,"SubString{String}[""dry"", ""sweaty"", ""sour"", ""strawberry"", ""fruity"", ""acidic"", ""jammy"", ""woody""]"
CC(CC(C)(C)S)O,"SubString{String}[""floral"", ""lemon"", ""grapefruit""]"
CC1=C(C(CCC1)(C)C)C/C=C(\C)/C=O,"SubString{String}[""sweet"", ""dry"", ""leafy"", ""floral"", ""woody"", ""nutty"", ""violet"", ""tobacco"", ""boronia"", ""hay""]"
CC(C)CCCCCOC(=O)C,"SubString{String}[""sweet"", ""fruity"", ""estery""]"
CC1=CC=C(O1)[C@@H](C)CC=O,"SubString{String}[""vegetable"", ""cyclamen"", ""fatty"", ""floral"", ""fruity"", ""cucumber"", ""green"", ""watermelon""]"
C1CSCN1CCS,"SubString{String}[""nutty"", ""popcorn""]"
CC(CCC#N)C1CCCC1,"SubString{String}[""floral"", ""hesperidic"", ""cumin"", ""green""]"
C(C[C@@H](C(=O)O)N)CN.Cl,"SubString{String}[""cortex"", ""green""]"
C[C@H]1C(=O)CCO1,"SubString{String}[""sweet"", ""solvent"", ""rummy"", ""nutty"", ""bready"", ""brown"", ""buttery""]"
CCCOC(=O)[C@H](C)OC(C)(C)CC,"SubString{String}[""natural"", ""floral"", ""sage"", ""clary"", ""bois"", ""de"", ""rose"", ""bergamot""]"
CC(=CCC/C(=C\C#N)/C)C,"SubString{String}[""lemon"", ""metallic"", ""aldehydic"", ""citral""]"
C1=CC=C(C=C1)CCCCCCCO,"SubString{String}[""rose""]"
CC[C@@H](C)C(=O)O,"SubString{String}[""cheesy"", ""sweaty""]"
CCC(C)C1=CN=C(C(=N1)C)C,"SubString{String}[""roasted"", ""burnt"", ""marine""]"
C(C[C@@H](C(=O)O)N)C[NH3+].C([C@@H](C(=O)[O-])N)C(=O)O,"SubString{String}[""bland""]"
CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,"SubString{String}[""bland""]"
CCCC1=NC=C(N=C1C)C,"SubString{String}[""burnt"", ""hazelnut"", ""nutty""]"
C[C@@H]1CC[C@@H]2[C@@]13C[C@H](C2(C)C)C(=C(C3)C(=O)C)C,"SubString{String}[""cedar"", ""vetiver"", ""amber"", ""woody"", ""musk"", ""leathery""]"
CC(=O)C1=C2CC3(CCC2(CC3)C(CC1)(C)C)C,"SubString{String}[""woody""]"
C=CCCC(=O)C1=CC=CC=C1,"SubString{String}[""opoponax"", ""herbal"", ""lavender"", ""balsamic"", ""labdanum"", ""myrrh""]"
C(=O)[C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,"SubString{String}[""mentholic""]"
CCC(=O)OCCC1=C(N=CS1)C,"SubString{String}[""roasted"", ""nutty""]"
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)N=C(NC2=O)N.[K+].[K+],"SubString{String}[""odorless""]"
CC1=CC/C(=C(\C)/CCC=O)/CC1,"SubString{String}[""floral"", ""lily"", ""of"", ""the"", ""valley""]"
CC(=O)C1CCCC/C=C\C1,"SubString{String}[""aldehydic"", ""natural"", ""thujonic"", ""herbal"", ""wormwood"", ""aromatic""]"
CCC1=CN=CC(=N1)C=C,"SubString{String}[""potato"", ""baked"", ""buttery""]"
CC(C)(C)C1=NC=CN=C1,"SubString{String}[""nutty"", ""green"", ""roasted"", ""minty"", ""pepper"", ""bell""]"
CCC(C)C(C)C=O,"SubString{String}[""green"", ""ethereal""]"
CC=CCCC1CCCC(=O)O1,"SubString{String}[""petal"", ""floral"", ""fruity"", ""tuberose"", ""coconut"", ""oily"", ""apricot"", ""jasmin"", ""peach""]"
C(CC(=O)O)C(=O)C(=O)O,"SubString{String}[""odorless""]"
CC(C/C=C(\C)/CCCC(=C)C)C=O,"SubString{String}[""sweet"", ""aldehydic"", ""animal"", ""floral"", ""fruity"", ""powdery"", ""citrus"", ""waxy""]"
CC[C@@H](C)C=O,"SubString{String}[""cocoa"", ""burnt"", ""coffee""]"
C[C@H]1CC[C@@H](C(=O)C1)C(C)(C)S,"SubString{String}[""natural"", ""fruity"", ""passion"", ""fruit""]"
C/C=C/SSSC,"SubString{String}[""sulfurous""]"
C/C=C/SSCC=C,"SubString{String}[""sulfurous"", ""alliaceous""]"
CCCCCCC/C=C/C(=O)O,"SubString{String}[""sweet"", ""fruity"", ""oily"", ""fresh"", ""waxy"", ""plum"", ""skin"", ""creamy"", ""green"", ""lactonic"", ""dairy"", ""buttery""]"
CCOC(=O)C(C)(C)S,"SubString{String}[""meaty"", ""fruity""]"
CC/C=C\C=C\C=C,"SubString{String}[""plastic"", ""green""]"
CC1=C(C=CC(=C1O)C(=O)OC)O,"SubString{String}[""sweet"", ""oakmoss"", ""seashore"", ""phenolic"", ""mossy""]"
CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C,"SubString{String}[""spicy"", ""rich"", ""clean"", ""woody"", ""musk""]"
C[C@H](C(=O)O)N,"SubString{String}[""odorless""]"
CC(=C)[C@H]1CC[C@]([C@H](C1)C(=C)C)(C)C=C,"SubString{String}[""herbal"", ""fresh"", ""waxy""]"
CC1(C2CC=C(C1C2)CCC=O)C,"SubString{String}[""aldehydic"", ""natural"", ""clean"", ""nutty"", ""fresh"", ""balsamic"", ""watery"", ""pine""]"
C1CCCCC(=O)OCCCCCOCCCC1,"SubString{String}[""sweet"", ""animal"", ""oily"", ""amber"", ""incense"", ""musk""]"
C[C@H]1CCC(=C(C)C)C(=O)C1,"SubString{String}[""minty""]"
CC1OCC(O1)C2=CC=CC=C2,"SubString{String}[""floral"", ""jasmin"", ""animal"", ""hyacinth""]"
CC1C2CC(C1(C)C)CC2C3CCCC(C3)O,"SubString{String}[""sweet"", ""woody"", ""clean"", ""sandalwood""]"
CCCC(=CCOC(=O)C)C,"SubString{String}[""floral"", ""fruity"", ""green""]"
CCCC[C@H]1C2=CC=CC=C2C(=O)O1,"SubString{String}[""herbal"", ""celery""]"
CC(C)C1CCC2CC(=O)CCC2C1,"SubString{String}[""rhubarb"", ""floral"", ""vetiver"", ""green"", ""woody"", ""grapefruit"", ""gardenia""]"
CC(=O)C1=C(C=CO1)O,"SubString{String}[""caramellic"", ""burnt"", ""fruity""]"
C[C@H](CCCC(C)(C)O)CC=O,"SubString{String}[""floral""]"
C[C@@H](CCCC(C)(C)O)CC=O,"SubString{String}[""floral""]"
C[NH+]1CCN(CC1)C2=CC=C(C=C2)CO,"SubString{String}[""nutty"", ""almond""]"
CC1=CC(=O)CC(C1/C=C/C(C)O)(C)C,"SubString{String}[""spicy""]"
C[C@@H]1CC[C@@H](C(=O)C1)C(C)(C)S,"SubString{String}[""herbal"", ""buchu""]"
CC1([C@@H]2C[C@H]1C(=C)C(=O)C2)C,"SubString{String}[""herbal"", ""green""]"
CCCCOC(=O)[C@H](C)O,"SubString{String}[""sweet"", ""fermented"", ""mushroom"", ""fruity"", ""creamy"", ""milky""]"
CCC/C=C/CC1CCCC1O,"SubString{String}[""natural"", ""floral"", ""banana"", ""fruity"", ""green"", ""jasmin"", ""tropical"", ""waxy""]"
CCC/C=C/CC1CCCC1=O,"SubString{String}[""milky"", ""floral"", ""coconut"", ""oily"", ""jasmin"", ""dairy""]"
C[C@H](C=O)C1=CC=CC=C1,"SubString{String}[""floral"", ""hyacinth"", ""green""]"
CCCCCOC(=O)/C=C\C1=CC=CC=C1,"SubString{String}[""cocoa"", ""orchid"", ""amber"", ""balsamic"", ""labdanum""]"
C1CCCCCCOC(=O)/C=C/CCCCC1,"SubString{String}[""sweet"", ""musk"", ""waxy""]"
